category,name,rating,number_of_reviews,love,price,value_price,URL,ingredients,online_only,brand,main_accords,notes
Cologne,pour homme,4.5,116,1800,90.0,90.0,https://www.sephora.com/product/pour-homme-P0901?icid2=products grid:p0901,unknown,0,Les Copains,"[""woody"", ""citrus"", ""powdery"", ""floral"", ""balsamic""]","{""middle"": [""Water Lily"", ""Cinnamon""], ""base"": [""Musk"", ""Patchouli"", ""Sandalwood"", ""Vanilla"", ""Labdanum"", ""Tobacco"", ""Violet Root"", ""Cashmere Wood""], ""top"": [""Bergamot"", ""Lemon"", ""Orange"", ""Thyme""]}"
Cologne,gucci by gucci pour homme,4.5,144,2200,73.0,73.0,https://www.sephora.com/product/gucci-by-gucci-pour-homme-P224900?icid2=products grid:p224900,Alcohol Denat.- Fragrance- Water- Ethylhexyl Methoxycinnamate- Diethylamino Hydroxybenzoyl Hexyl Benzoate- BHT- Benzyl Salicylate- Linalool- Butylphenyl Methylpropional- Hydroxycitronellal- Limonene- Hexyl Cinnamal- Citronellol- Alpha-Isomethyl Ionone- Geraniol- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Citral- Farnesol- Isoeugenol- Anise Alcohol- Benzyl Benzoate- CI 17200 (Red 33)- CI 19140 (Yellow 5)- CI 42090 (Blue 1).,0,Gucci,"[""woody"", ""tobacco"", ""aromatic"", ""balsamic"", ""powdery""]","{""middle"": [""Tobacco"", ""Jasmine""], ""base"": [""Patchouli"", ""Olibanum"", ""Amber"", ""Elemi resin"", ""Leather""], ""top"": [""Bergamot"", ""Cypress"", ""Violet""]}"
Cologne,pour homme,5.0,31,3300,94.0,94.0,https://www.sephora.com/product/pour-homme-P4957?icid2=products grid:p4957,unknown,0,Les Copains,"[""woody"", ""citrus"", ""powdery"", ""floral"", ""balsamic""]","{""middle"": [""Water Lily"", ""Cinnamon""], ""base"": [""Musk"", ""Patchouli"", ""Sandalwood"", ""Vanilla"", ""Labdanum"", ""Tobacco"", ""Violet Root"", ""Cashmere Wood""], ""top"": [""Bergamot"", ""Lemon"", ""Orange"", ""Thyme""]}"
Cologne,luna rossa,5.0,152,5200,112.0,112.0,https://www.sephora.com/product/luna-rossa-P378660?icid2=products grid:p378660,Alcohol Denat.- Fragrance- Water- Limonene- Linalool- Ethylhexyl Methoxycinnamate- Coumarin Butylphenyl Methypropional- Alpha-Isomethyl- Ionone- Ethylhexyl Salicylate- Butyl Methoxydibenzoylmethane- Citral- Bht- Citronellol-Geraniol- Ci 60730 (Ext.Violet 2)- Alcohol Of Vegetal Origin.,0,Prada,"[""aromatic"", ""fresh spicy"", ""amber"", ""citrus"", ""green""]","{""middle"": [""Clary Sage"", ""Mint""], ""base"": [""Ambrette (Musk Mallow)"", ""Ambroxan""], ""top"": [""Bitter Orange"", ""Lavender""]}"
Perfume,prada amber,4.5,214,6500,126.0,126.0,https://www.sephora.com/product/prada-P76001?icid2=products grid:p76001,Alcohol Denat.- Water- Fragrance- Limonene- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Linalool- Benzyl Alcohol- Butylphenyl Methylpropional- Citronellol- Coumarin- Benzyl Benzoate- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Benzyl Salicylate- Hydroxycitronellal- Citral- Benzyl Cinnamate- Geraniol- Ci 42090- Ci 17200- Alcohol Of Vegetal Origin.,0,Prada,"[""balsamic"", ""warm spicy"", ""amber"", ""woody"", ""patchouli""]","{""middle"": [""Honey"", ""Carnation"", ""Jasmine"", ""Ylang-Ylang"", ""Rose""], ""base"": [""Sandalwood"", ""Amber"", ""Patchouli"", ""Musk"", ""Benzoin"", ""Oakmoss"", ""Vanilla""], ""top"": [""Green Notes"", ""Tarragon"", ""Fruity Notes"", ""Bergamot""]}"
Perfume,bianca,4.5,159,5600,76.0,76.0,https://www.sephora.com/product/bianca-P258057?icid2=products grid:p258057,"Alcohol Denat.- Fragrance- Water- Covabsorb (Ethylhexyl
Methoxycinnamate- Butyl Methoxy-dibenzoylmethane- Ethylhexyl Salicylate)- Tinogard TT (Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate)- Blue 1 (CI 42090)- Ext. Violet 2 (CI 60730).",0,Simone Cosac Profumi,"[""white floral"", ""fruity"", ""balsamic"", ""sweet"", ""powdery"", ""musky""]","{""middle"": [""Jasmine"", ""Blackberry"", ""Violet"", ""Gardenia""], ""base"": [""Musk"", ""iris"", ""Amber"", ""Myrhh"", ""Cedar""], ""top"": [""Mandarin Blossom""]}"
Perfume,crystal noir,4.5,125,7200,95.0,95.0,https://www.sephora.com/product/crystal-noir-P307000?icid2=products grid:p307000,Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Water- Butylphenyl Methylpropional- Hydroxycitronella- Alpha Isomethylionone- Benzyl Salicylate- Benzyl Benzoate- Geraniol- Limonene- Couramin- Citronellol- Isoeugenol- Linalool.,0,Versace,"[""fresh spicy"", ""white floral"", ""coconut"", ""warm spicy"", ""tropical"", ""woody""]","{""middle"": [""Orange Blossom"", ""Peony"", ""Gardenia"", ""Coconut""], ""base"": [""Sandalwood"", ""Musk"", ""Amber""], ""top"": [""Ginger"", ""Cardamom"", ""Pepper""]}"
Perfume,bright crystal,4.5,1000,90200,95.0,95.0,https://www.sephora.com/product/bright-crystal-P163103?icid2=products grid:p163103,"Alcohol- Denat. (Sd Alcohol 39-C)- Fragrance- Water- Butylphenyl- 
Methylpropional- Ethylhexyl Methoxycinnamate- Hydroxysohexyl 3-Cyclohexene 
Carboxaldehyde- Linalool- Citronellol- Ethylhexyl Salicylate- Butyl- Methoxydibenzoylmethane- Limonene- Geraniol- Ci 17200 (Red 33)- Ci 15985 (Yellow 6). ",0,Versace,"[""floral"", ""aquatic"", ""fresh"", ""citrus"", ""woody""]","{""middle"": [""Lotus"", ""Magnolia"", ""Peony""], ""base"": [""Musk"", ""Mahogany"", ""Amber""], ""top"": [""Yuzu"", ""Pomegranate"", ""Water Notes""]}"
Perfume,bright crystal absolu,4.5,144,10100,115.0,115.0,https://www.sephora.com/product/bright-crystal-absolu-P385465?icid2=products grid:p385465,"Alcohol- Denat. (Sd Alcohol 39-C)- Fragrance- Water- Butylphenyl- 
Methylpropional- Ethylhexyl Methoxycinnamate- Hydroxysohexyl 3-Cyclohexene 
Carboxaldehyde- Linalool- Citronellol- Ethylhexyl Salicylate- Butyl- 
Methoxydibenzoylmethane- Limonene. ",1,Versace,"[""floral"", ""sweet"", ""fruity"", ""woody"", ""citrus""]","{""middle"": [""Lotus"", ""Peony"", ""Raspberry"", ""Magnolia""], ""base"": [""Amber"", ""Musk"", ""Mahogany""], ""top"": [""Yuzu"", ""Pomegranate"", ""Water Notes""]}"
Cologne,eros,4.5,322,19500,118.0,172.0,https://www.sephora.com/product/eros-P382751?icid2=products grid:p382751,"Alcohol- Denat. (Sd Alcohol 39 C)- Fragrance- Water- Limonene- 
Ethylhexylmethoxycinnamate/Butylmethoxydibenzoylimethane/Ethylhexylsalicylate- 
Coumarin- Linalool- Alpha-Isomethyl Ionone- Citronellol- Citral- Geraniol- Cinnamal- Eugenol. ",0,Versace,"[""aromatic"", ""green"", ""vanilla"", ""fresh spicy"", ""woody""]","{""middle"": [""Tonka Bean"", ""Geranium"", ""Ambroxan""], ""base"": [""Madagascar Vanilla"", ""Vetiver"", ""Oakmoss"", ""Virginian Cedar"", ""Atlas Cedar""], ""top"": [""Mint"", ""Green Apple"", ""Lemon""]}"
Cologne,versace man eau fraiche,5.0,296,7200,115.0,152.0,https://www.sephora.com/product/versace-man-eau-fraiche-P169301?icid2=products grid:p169301,unknown,0,Versace,"[""citrus"", ""aromatic"", ""woody"", ""fresh spicy"", ""fruity"", ""green""]","{""middle"": [""Tarragon"", ""Sage"", ""Cedar"", ""Pepper""], ""base"": [""Amber"", ""Saffron"", ""Musk"", ""Woodsy Notes"", ""sycamore""], ""top"": [""Bergamot"", ""Brazilian Rosewood"", ""Cardamom"", ""Lemon"", ""Carambola (Star Fruit)""]}"
Perfume,yellow diamond,4.5,274,14500,60.0,60.0,https://www.sephora.com/product/yellow-diamond-P307002?icid2=products grid:p307002,Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Water- Alpha-Isom Ethyl- Ionone- Benzyl Salicylate- Butyl Methoxydibenzoylmethane- Butylphenyl Methylpropional- C.I. 17200 (Red 33)- C.I. 19140 (Yellow 5)- Citral- Citronellol- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Geraniol- Hexyl Cinnamal- Hydroxycitronellal- Limonene- Linalool- Propylene Glycol.,0,Versace,"[""citrus"", ""floral"", ""sweet"", ""green"", ""fresh""]","{""middle"": [""African Orange flower"", ""Water Lily"", ""Freesia"", ""Mimosa""], ""base"": [""Musk"", ""Guaiac Wood"", ""Amber""], ""top"": [""Neroli"", ""Bergamot"", ""Amalfi Lemon"", ""Pear""]}"
Cologne,london for men,5.0,90,1800,80.0,80.0,https://www.sephora.com/product/london-for-men-P162529?icid2=products grid:p162529,Alcohol Denat. (SD Alcohol 39-C)- Fragrance- Water- Ethylhexyl Methoxycinnamate- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Coumarin- Ethylhexyl Salicylate- Butyl Methoxydibenzoylmethane- Limonene- BHT- Eugenol- Linalool- Cintronellol- Citral.,0,Burberry,"[""tobacco"", ""sweet"", ""woody"", ""cinnamon"", ""leather"", ""warm spicy""]","{""middle"": [""Mimosa"", ""Leather""], ""base"": [""Opoponax"", ""Tobacco Leaf"", ""Guaiac Wood"", ""Oakmoss""], ""top"": [""Lavender"", ""Bergamot"", ""Cinnamon""]}"
Perfume,my burberry black,4.5,143,10400,99.0,99.0,https://www.sephora.com/product/my-burberry-black-P410239?icid2=products grid:p410239,Alcohol- Fragrance- Linalool- Hexyl Cinnamal- Water- Alpha-Isomethyl Ionone- Limonene- Citronellol- Butyl Methoxydibenzoylmethane- Geraniol- Benzyl Salicylate- Coumarin- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Citral- Isoeugenol- Benzyl Benzoate- Eugenol- BHT- Benzyl Alcohol- CI 19140 (Yelllow 5)- CI 60730 (EXT. Violet 2)- CI 14700 (Red 4).,0,Burberry,"[""amber"", ""patchouli"", ""rose"", ""fruity"", ""animalic"", ""balsamic""]","{""middle"": [""Rose"", ""Peach""], ""base"": [""Patchouli"", ""Amber""], ""top"": [""Jasmine""]}"
Perfume,my burberry eau de toilette,4.5,38,3300,85.0,85.0,https://www.sephora.com/product/my-burberry-eau-de-toilette-P399348?icid2=products grid:p399348,Alcohol- Water- Fragrance- Linalool- Limonene- Hydroxycitronellal- Hexyl Cinnamal- Butyl Methoxydibenzoylmethane- Alpha-Isomethyl Ionone- Citronellol- Gerniol- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Benzyl Salicyate- BHT- Citral- Isoeugenol- Benzyl Benzoate- CI 14700 (Red 4)- CI 60730 (EXT. Violet 2).,0,Burberry,"[""floral"", ""white floral"", ""rose"", ""fresh"", ""sweet""]","{""middle"": [""Freesia"", ""Peony"", ""Peach Blossom""], ""base"": [""Damask Rose"", ""Moss"", ""Musk""], ""top"": [""Lemon Blossom"", ""Sweet Pea""]}"
Perfume,eros pour femme eau de toilette,5.0,38,4300,99.0,99.0,https://www.sephora.com/product/eros-pour-femme-eau-de-toilette-P412536?skuId=1849165&icid2=products grid:p412536,Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Water- Limonene- Linalool- Ethylhexyl Methoxycinnamate- Alpha-Isomethyl Ionone- Hydrocitronellal- Citronellol- Ethylhexyl- Salicylate- Geraniol- Butyl Methodibenzoylmethane- Citral Hexyl Cinnamal- Methyl 2-Octynoate- Ci 19140 (Yellow 5)- Ci 17200 (Red 33).,0,Versace,"[""sweet"", ""fruity"", ""citrus"", ""white floral"", ""floral""]","{""middle"": [""Jasmine"", ""Orange Blossom"", ""Magnolia"", ""Freesia""], ""base"": [""Patchouli"", ""Musk"", ""Ambroxan"", ""Woody Notes""], ""top"": [""Sicilian Lemon"", ""Mandarin Orange"", ""White Currant"", ""Raspberry"", ""Calone""]}"
Perfume,my burberry,4.5,170,10600,99.0,99.0,https://www.sephora.com/product/my-burberry-P388218?icid2=products grid:p388218,Alcohol- Fragrance- Water- Linalool- Limonene- Alpha-Isomethyl Ionone- Hexyl Cinnamal- Citronellol- Butyl Methoxydibenzoylmethane- Geraniol- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Benzyl Salicylate- BHT- Citral- Coumarin- Isoeugenol- CI 19140 (Yelllow 5)- CI 60730 (EXT. Violet 2)- CI 14700 (Red 4).,0,Burberry,"[""floral"", ""fresh spicy"", ""sweet"", ""white floral"", ""citrus""]","{""middle"": [""Geranium"", ""Freesia"", ""Quince"", ""Passionfruit"", ""Peach"", ""Green Notes"", ""Gardenia""], ""base"": [""Patchouli"", ""Damask Rose"", ""Rose"", ""Leather"", ""Violet"", ""Musk""], ""top"": [""Sweet Pea"", ""Bergamot"", ""Mandarin Orange"", ""Grapefruit"", ""Lemon""]}"
Cologne,touch for men,5.0,137,2500,66.0,66.0,https://www.sephora.com/product/touch-for-men-P6986?icid2=products grid:p6986,Alcohol Denat. (SD Alcohol 39-C)- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Coumarin- Butylphenyl Methylpropional- Linalool- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Ethylhexl Salicylate- Alpha-Isomethyl Ionone- Butyl Methoxydibenxoylmethane- Citral- Cinnamal- Citronellol- Isoeugenol- Eugenol- CI 60730 (EXT. Violet 2)- CI 19140 (Yellow 5)- BHT- CI 42090 (Blue 1)- CI 14700 (Red 4)- CI 17200 (Red 33).,0,Burberry,"[""fresh spicy"", ""musky"", ""ozonic"", ""woody"", ""aromatic"", ""aquatic""]","{""middle"": [""Nutmeg"", ""White Pepper"", ""Cedar""], ""base"": [""Tonka Bean"", ""Vetiver"", ""White Musk""], ""top"": [""Artemisia"", ""Violet Leaf"", ""Mandarin Orange""]}"
Cologne,vintage,5.0,139,2100,72.0,72.0,https://www.sephora.com/product/vintage-P158521?icid2=products grid:p158521,Alcohol Denat- Water- Fragrance- Benzyl Benzoate- Butylphenyl Methylpropional- Cinnamal-  Citral- Citronellol- Coumarin- Eugenol- Geraniol- Isoeugenol- Limonene- Linalool.,0,Kate Moss,"[""floral"", ""sweet"", ""vanilla"", ""musky"", ""aromatic"", ""citrus""]","{""middle"": [""Jasmine"", ""Heliotrope"", ""Almond Blossom""], ""base"": [""Musk"", ""Tonka Bean"", ""Vanilla""], ""top"": [""Mandarin Orange"", ""Pink Pepper"", ""Freesia""]}"
Perfume,euphoria,4.5,570,10600,79.0,79.0,https://www.sephora.com/product/euphoria-P117410?icid2=products grid:p117410,unknown,0,Lush,"[""citrus"", ""aromatic"", ""soft spicy"", ""rose"", ""amber"", ""fresh spicy""]","[""Clary Sage"", ""Lime"", ""Grapefruit"", ""Neroli"", ""Rose""]"
Perfume,cashmere,4.5,35,2300,24.0,24.0,https://www.sephora.com/product/cashmere-P399765?icid2=products grid:p399765,"Alcohol Denat.- Fragrance- Water- Glycerin- Aloe Barbadensis Leaf Juice- Phenoxyethanol- Benzyl Salicylate- Isoeugenol- Butylphenyl Methylpropional- Citral- Coumarin- Hydroxycitronellal- Limonene- Linalool.
Clean at Sephora products are formulated without:
Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).",0,Next,"[""powdery"", ""floral"", ""musky""]","[""Floral Notes"", ""Musk"", ""Powdery Notes""]"
Perfume,rosie,3.0,23,682,65.0,65.0,https://www.sephora.com/product/rosie-P431444?icid2=products grid:p431444,"Organic Cane Sugar Alcohol And Distilled Water- Ambrettolide- Ambroxan- Dipropylene Glycol- Ethylene Brassylate.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).
",0,Orla Kiely,"[""woody"", ""rose"", ""fresh spicy"", ""citrus"", ""powdery""]","{""middle"": [""Nutmeg"", ""Rose""], ""base"": [""Cedar""], ""top"": [""Coriander"", ""Mandarin Orange"", ""Pepper""]}"
Perfume,cashmere,4.5,35,2300,24.0,24.0,https://www.sephora.com/product/cashmere-P399765?icid2=products grid:p399765,"Alcohol Denat.- Fragrance- Water- Glycerin- Aloe Barbadensis Leaf Juice- Phenoxyethanol- Benzyl Salicylate- Isoeugenol- Butylphenyl Methylpropional- Citral- Coumarin- Hydroxycitronellal- Limonene- Linalool.
Clean at Sephora products are formulated without:
Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).",0,Pecksniff s,"[""woody"", ""citrus"", ""fresh spicy"", ""musky"", ""amber"", ""fruity""]","{""middle"": [""Black Pepper"", ""Cassis"", ""Plum"", ""Jasmine"", ""Rose""], ""base"": [""Amber"", ""Vanilla"", ""Musk"", ""Woody Notes"", ""Cashmere Wood""], ""top"": [""Bergamot"", ""Orange"", ""Mimosa""]}"
Perfume,citrine,4.5,265,8600,74.0,74.0,https://www.sephora.com/product/citrine-P406775?icid2=products grid:p406775,Alcohol Denat.- Fragrance- Water- BHT- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Benzyl Alcohol- Benzyl Salicylate- Citral- Citronellol- Geraniol- Hexyl Cinnamal- Hydroxycitronellal- Limonene- Linalool.,0,Pecksniff s,"[""citrus"", ""woody"", ""aromatic"", ""white floral"", ""rose"", ""musky""]","{""middle"": [""Pimento"", ""Lavender"", ""Jasmine"", ""Rose""], ""base"": [""Musk"", ""Cedar"", ""Birch Leaf""], ""top"": [""Mandarin Orange"", ""Lemon Leaf""]}"
Perfume,maya,4.0,51,2600,76.0,76.0,https://www.sephora.com/product/maya-P428443?icid2=products grid:p428443,Alcohol Denat.- Fragrance- Benzyl Salicylate- Linalool- Alpha-Isomethyl Ionone- D-Limonene- Citronellol- Geraniol.,0,Scents of Time,"[""balsamic"", ""cacao"", ""warm spicy"", ""green"", ""tropical"", ""sweet""]","{""middle"": [""Jasmine"", ""Green Notes"", ""Tropical fruit"", ""Floral Notes""], ""base"": [""Vanille"", ""Cacao""], ""top"": [""Copahu Balm""]}"
Perfume,stella,4.5,420,10300,76.0,76.0,https://www.sephora.com/product/stella-P38220?icid2=products grid:p38220,Alcohol Denat.- Fragrance- Water- Covabsorb (Ethylhexyl Methoxycinnamate- Butyl Methoxy- dibenzoylmethane- Ethylhexyl Salicylate- Red 4 (CI 14700)- Yellow 5 (CI 19140)- Ext. Violet 2 (CI 60730).,0,Stella McCartney,"[""rose"", ""floral"", ""amber"", ""fresh"", ""citrus""]","[""Mandarin Orange"", ""Rose"", ""Peony"", ""Amber""]"
Cologne,for men,4.5,85,1600,110.0,110.0,https://www.sephora.com/product/for-men-P199607?icid2=products grid:p199607,Alcohol Denat.- Water- Tom Ford Men S Fragrance- Limonene- Sodium Benzotriazolyl Butylphenol Sulfonate- Tris(Tetramethylhydroxypiperidinol) Citrate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Ethylhexyl Methoxycinnamate- Benzyl Salicylate- Linalool- Alpha-Isomethyl Ionone- Hydroxycitronellal- Benzyl Benzoate- Geraniol- Coumarin- Cinnamyl Alcohol- Citronellol- Eugenol- Benzyl Cinnamate- Isoeugenol- Benzyl Alcohol- Citral- Evernia Prunastri (Oakmoss) Extract- Farnesol- Red 4 (Ci 14700)- Green 3 (Ci 42053)- Yellow 5 (Ci 19140) ,0,Woods of Windsor,"[""warm spicy"", ""fresh spicy"", ""citrus"", ""earthy"", ""woody"", ""fresh""]","{""middle"": [""Nutmeg"", ""Clove""], ""base"": [""Oakmoss"", ""Patchouli""], ""top"": [""Citruses""]}"
Cologne,man,4.5,69,3100,92.0,92.0,https://www.sephora.com/product/man-P393754?icid2=products grid:p393754,Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Citronellol- Ethylhexyl Salicylate- Coumarin- Butyl Methoxydibenzoylmethane- Butylphenyl Methylpropional- Bht- Citral- Geraniol. ,0,Chiemsee,,
Cologne,gentleman,4.5,17,1500,94.0,94.0,https://www.sephora.com/product/gentleman-P423431?icid2=products grid:p423431,Alcohol- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Alpha-Isomethyl Ionone- Citronellol- Butyl Methoxydibenzoylmethane- Butylene Glycol- Dicaprylate/Dicaprate- Bht- Citral- Geraniol- Methyl 2-Octynoate- Tocopherol- Ext. Violet 2 (Ci 60730)- Yellow 5 (Ci 19140)- Red 4 (Ci 14700)- Blue 1 (Ci 42090).,0,Yardley,"[""citrus"", ""aromatic"", ""fresh spicy"", ""warm spicy"", ""woody""]","{""middle"": [""Cloves"", ""Lavender"", ""Cedar"", ""Sandalwood""], ""base"": [""Vetiver"", ""Metallic notes""], ""top"": [""Grapefruit"", ""Cinnamon"", ""Bergamot"", ""Lemon""]}"
Perfume,daisy,4.5,1000,84800,106.0,106.0,https://www.sephora.com/product/daisy-P191858?icid2=products grid:p191858,"Alcohol Denat.- Fragrance- Water- Acrylates/Octylacrylamide Copolymer- Alpha-Isomethyl Ionone- Benzophenone-3- Benzyl Benzoate- Bht- Butyl
Methoxydibenzoylmethane- Butylphenyl Methylpropional- Citronellol- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Geraniol- Hexyl Cinnamal- Hydrolyzed Jojoba Esters- Hydroxycitronellal- Limonene- Linalool- Methyl 2-Octynoate- Fd&C Yellow N5 (Ci 19140)- Fd&C Yellow N6 (Ci 15985).",0,Yardley,"[""green"", ""floral"", ""rose"", ""fresh spicy"", ""fruity"", ""woody""]","{""middle"": [""Hyacinth"", ""White Rose""], ""base"": [""Sandalowood"", ""Musk""], ""top"": [""Green Leaves"", ""Apple""]}"
Cologne,man,4.5,43,1000,95.0,95.0,https://www.sephora.com/product/man-P272041?skuId=1293901&icid2=products grid:p272041,Alcohol Denat. (Sd Alcohol 39-C)- Water- Fragrance- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Citronellol- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Coumarin- Benzyl Benzoate- Geraniol- Citral- Ci 60730 (Ext. Violet 2)- Bht.,1,Chiemsee,,
